,Media_Source,Date,Tweets_ago,Tweet_Text,Compound,Positive,Negative,Neutral
126,@CBS,2018-06-11 06:19:36+00:00,-26,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,0.0,0.0,0.0,1.0
127,@CBS,2018-06-11 06:04:41+00:00,-27,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,0.4767,0.22,0.0,0.78
128,@CBS,2018-06-11 03:10:33+00:00,-28,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,0.8478,0.406,0.0,0.594
129,@CBS,2018-06-11 03:02:06+00:00,-29,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,0.92,0.463,0.0,0.537
130,@CBS,2018-06-11 02:58:30+00:00,-30,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",0.0,0.0,0.0,1.0
131,@CBS,2018-06-11 02:56:40+00:00,-31,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,0.4404,0.153,0.0,0.847
132,@CBS,2018-06-11 02:56:10+00:00,-32,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,0.836,0.467,0.0,0.533
133,@CBS,2018-06-11 02:53:00+00:00,-33,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,0.0,0.0,0.0,1.0
134,@CBS,2018-06-11 02:47:29+00:00,-34,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,0.6369,0.318,0.0,0.682
135,@CBS,2018-06-11 02:44:50+00:00,-35,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,0.7978,0.543,0.0,0.457
136,@CBS,2018-06-11 02:44:37+00:00,-36,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,0.9523,0.55,0.0,0.45
137,@CBS,2018-06-11 02:33:09+00:00,-37,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,0.5994,0.302,0.0,0.698
138,@CBS,2018-06-11 02:29:18+00:00,-38,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",0.4215,0.123,0.0,0.877
139,@CBS,2018-06-11 02:23:56+00:00,-39,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,0.8932,0.517,0.0,0.483
140,@CBS,2018-06-11 02:21:03+00:00,-40,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",0.0,0.0,0.0,1.0
141,@CBS,2018-06-11 02:16:06+00:00,-41,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,0.0,0.0,0.0,1.0
142,@CBS,2018-06-11 02:11:03+00:00,-42,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,0.8908,0.491,0.0,0.509
143,@CBS,2018-06-11 02:05:47+00:00,-43,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,0.0,0.0,0.0,1.0
144,@CBS,2018-06-11 02:03:31+00:00,-44,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,0.4926,0.262,0.0,0.738
145,@CBS,2018-06-11 01:58:48+00:00,-45,@writerlindsayb You're welcome! #TonyAwards,0.5093,0.523,0.0,0.477
146,@CBS,2018-06-11 01:53:17+00:00,-46,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,0.7579,0.565,0.0,0.435
147,@CBS,2018-06-11 01:51:16+00:00,-47,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",0.6467,0.248,0.0,0.752
148,@CBS,2018-06-11 01:38:23+00:00,-48,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,0.0,0.0,0.0,1.0
149,@CBS,2018-06-11 01:37:36+00:00,-49,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,0.636,0.276,0.0,0.724
150,@CBS,2018-06-11 01:30:56+00:00,-50,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,0.8834,0.563,0.0,0.437
151,@CBS,2018-06-11 01:29:21+00:00,-51,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,0.0,0.0,0.0,1.0
152,@CBS,2018-06-11 01:26:03+00:00,-52,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,0.7351,0.296,0.079,0.625
153,@CBS,2018-06-11 01:25:59+00:00,-53,RT @KatLargent: MAGIC #TonyAwards,0.0,0.0,0.0,1.0
154,@CBS,2018-06-11 01:24:46+00:00,-54,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,0.0,0.0,0.0,1.0
155,@CBS,2018-06-11 01:24:12+00:00,-55,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,0.4019,0.162,0.0,0.838
156,@CBS,2018-06-11 01:19:59+00:00,-56,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,0.9151,0.457,0.0,0.543
157,@CBS,2018-06-11 01:12:31+00:00,-57,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,0.6369,0.375,0.0,0.625
158,@CBS,2018-06-11 01:08:28+00:00,-58,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,0.1511,0.102,0.0,0.898
159,@CBS,2018-06-11 01:08:24+00:00,-59,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,0.1531,0.148,0.0,0.852
160,@CBS,2018-06-11 01:02:47+00:00,-60,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,0.8834,0.563,0.0,0.437
161,@CBS,2018-06-11 00:58:06+00:00,-61,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,0.0,0.0,0.0,1.0
162,@CBS,2018-06-11 00:52:34+00:00,-62,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,0.2714,0.207,0.0,0.793
163,@CBS,2018-06-11 00:51:11+00:00,-63,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,0.0,0.0,0.0,1.0
164,@CBS,2018-06-11 00:50:18+00:00,-64,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,0.8478,0.506,0.0,0.494
165,@CBS,2018-06-11 00:45:14+00:00,-65,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,0.8858,0.565,0.0,0.435
166,@CBS,2018-06-11 00:44:36+00:00,-66,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,0.0,0.0,0.0,1.0
167,@CBS,2018-06-11 00:35:41+00:00,-67,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",0.25,0.08,0.0,0.92
168,@CBS,2018-06-11 00:34:45+00:00,-68,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,0.4588,0.167,0.0,0.833
169,@CBS,2018-06-11 00:31:28+00:00,-69,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",0.0,0.0,0.0,1.0
170,@CBS,2018-06-11 00:27:42+00:00,-70,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,0.3612,0.263,0.0,0.737
171,@CBS,2018-06-11 00:27:00+00:00,-71,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,0.8908,0.57,0.0,0.43
172,@CBS,2018-06-11 00:24:31+00:00,-72,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,0.0,0.0,0.0,1.0
173,@CBS,2018-06-11 00:22:15+00:00,-73,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,0.0,0.0,0.0,1.0
174,@CBS,2018-06-11 00:22:15+00:00,-74,RT @misschae: I love theatre so much. #TonyAwards,0.6369,0.412,0.0,0.588
175,@CBS,2018-06-11 00:18:16+00:00,-75,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,0.0,0.0,0.0,1.0
176,@CBS,2018-06-11 00:13:27+00:00,-76,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",0.6369,0.244,0.0,0.756
177,@CBS,2018-06-11 00:12:31+00:00,-77,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,0.8834,0.563,0.0,0.437
178,@CBS,2018-06-11 00:06:39+00:00,-78,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",0.6696,0.36,0.0,0.64
179,@CBS,2018-06-11 00:04:15+00:00,-79,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,0.0,0.0,0.0,1.0
180,@CBS,2018-06-10 23:59:00+00:00,-80,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,0.0,0.0,0.0,1.0
181,@CBS,2018-06-10 23:18:15+00:00,-81,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,0.0,0.0,0.0,1.0
182,@CBS,2018-06-10 22:01:25+00:00,-82,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",0.0,0.0,0.0,1.0
183,@CBS,2018-06-10 15:00:01+00:00,-83,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,0.4184,0.157,0.0,0.843
184,@CBS,2018-06-09 21:00:02+00:00,-84,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,0.5093,0.155,0.0,0.845
185,@CBS,2018-06-09 16:00:00+00:00,-85,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0.0,0.0,0.0,1.0
186,@CBS,2018-06-08 19:46:17+00:00,-86,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.296,0.18,0.0,0.82
187,@CBS,2018-06-08 15:00:03+00:00,-87,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,0.0,0.0,1.0
188,@CBS,2018-06-08 13:58:15+00:00,-88,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",0.9078,0.436,0.0,0.564
189,@CBS,2018-06-07 17:03:26+00:00,-89,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",0.3612,0.128,0.0,0.872
190,@CBS,2018-06-06 21:00:24+00:00,-90,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,0.2732,0.176,0.105,0.719
191,@CBS,2018-06-06 00:08:30+00:00,-91,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",0.3595,0.128,0.0,0.872
192,@CBS,2018-06-05 22:23:35+00:00,-92,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",-0.4404,0.1,0.177,0.723
193,@CBS,2018-06-05 22:12:28+00:00,-93,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,0.4574,0.176,0.0,0.824
194,@CBS,2018-06-05 19:00:02+00:00,-94,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,0.5093,0.155,0.0,0.845
195,@CBS,2018-06-05 15:04:41+00:00,-95,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",0.0,0.0,0.0,1.0
196,@CBS,2018-06-04 17:00:00+00:00,-96,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",0.0,0.0,0.0,1.0
197,@CBS,2018-06-01 17:39:17+00:00,-97,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",-0.3903,0.062,0.131,0.807
198,@CBS,2018-06-01 17:00:03+00:00,-98,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,0.8442,0.336,0.0,0.664
199,@CBS,2018-05-31 23:50:00+00:00,-99,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",0.8932,0.455,0.0,0.545
200,@CNN,2018-07-09 22:08:06+00:00,0,Uber plans to add the ability to find a Lime scooter in its app as part of a $335 million round of funding for the… https://t.co/k6CLzLNDId,0.3182,0.091,0.0,0.909
201,@CNN,2018-07-09 22:02:00+00:00,-1,A recent study found that humans on the moon increased its temperature. Here's why: https://t.co/PdagTRQmin https://t.co/sKZxvXzdz7,0.2732,0.13,0.0,0.87
202,@CNN,2018-07-09 21:58:34+00:00,-2,"RT @CNNSitRoom: ""These kids will be sent back to ICE custody and reunited with their families there."" - CNN's Ed Lavandera is in Brownsvill…",0.0,0.0,0.0,1.0
203,@CNN,2018-07-09 21:57:03+00:00,-3,"Acting Environmental Protection Agency chief Andrew Wheeler ""puts a premium on transparency"" and is bringing to the… https://t.co/B7rFrgaeaP",0.0,0.0,0.0,1.0
204,@CNN,2018-07-09 21:52:05+00:00,-4,"The Bird electric scooter rentals startup is now valued at $2 billion after a recent $300 million funding round, a… https://t.co/ruEs5W6W6C",0.4404,0.132,0.0,0.868
205,@CNN,2018-07-09 21:47:55+00:00,-5,"RT @CNNSitRoom: The nominees are ""much more similar than they are different,"" says Jeffrey Toobin, adding that President Trump ""will appoin…",0.0,0.0,0.0,1.0
206,@CNN,2018-07-09 21:46:08+00:00,-6,"A little more than a month after staffers at The New Yorker declared their intention to form a union, the magazine'… https://t.co/oHAh1juqJG",0.0,0.0,0.0,1.0
207,@CNN,2018-07-09 21:38:06+00:00,-7,Apple and Google are facing questions from House Republicans over smartphone data privacy https://t.co/AwS7AQhURt https://t.co/wBBdDggexb,0.0,0.0,0.0,1.0
208,@CNN,2018-07-09 21:32:00+00:00,-8,Electric scooters have overtaken the streets in several cities around the world. Now lawmakers are struggling to re… https://t.co/oMAjvvsEFj,-0.4215,0.0,0.135,0.865
209,@CNN,2018-07-09 21:28:19+00:00,-9,"From 32 nations at the #WorldCup, four remain. First up are France and Belgium. https://t.co/WCgoXvyHWa",0.0,0.0,0.0,1.0
210,@CNN,2018-07-09 21:21:07+00:00,-10,"She found her ring in the ashes of their home, so he proposed all over again https://t.co/srYGg1liGo https://t.co/zappcjaXT3",0.0,0.0,0.0,1.0
211,@CNN,2018-07-09 21:16:27+00:00,-11,"RT @TheLeadCNN: Eight boys have been rescued but ""not even their families have been told"" which ones are free and which boys are still trap…",0.7469,0.216,0.0,0.784
212,@CNN,2018-07-09 21:16:21+00:00,-12,YouTube says it has a plan to stem the flow of misinformation videos https://t.co/ncnpCX2RP0 https://t.co/SEAdLFdTqa,-0.3182,0.0,0.15,0.85
213,@CNN,2018-07-09 21:08:10+00:00,-13,The sexual harassment we don't talk about | By Ruth Ben-Ghiat via @CNNOpinion https://t.co/EBuWKDTbgh https://t.co/RBtJLj5JaX,-0.5423,0.0,0.212,0.788
214,@CNN,2018-07-09 21:06:22+00:00,-14,"RT @TheLeadCNN: ""We may be in the most dangerous phase of the entire"" rescue mission says @tomforemancnn, ""as tired as everyone is, as dang…",-0.4576,0.108,0.206,0.686
215,@CNN,2018-07-09 21:02:00+00:00,-15,Starbucks is going strawless. The coffee company announced Monday that it will phase out plastic straws from all of… https://t.co/t4vMFH4kQM,0.0,0.0,0.0,1.0
216,@CNN,2018-07-09 20:56:06+00:00,-16,A fast-moving wildfire that has already claimed one life and injured three firefighters has spread from northern Ca… https://t.co/spJMDjbzuN,-0.4019,0.0,0.137,0.863
217,@CNN,2018-07-09 20:50:07+00:00,-17,A Texas police officer has been placed on desk duty after a chaotic cellphone video of him pulling a gun on a group… https://t.co/OqogMVhuOo,-0.6808,0.0,0.237,0.763
218,@CNN,2018-07-09 20:44:04+00:00,-18,"Sen. Elizabeth Warren fired back at President Trump for trying to ""bully her to shut her up"" with his comments ques… https://t.co/kqMq0OEf21",-0.7783,0.0,0.254,0.746
219,@CNN,2018-07-09 20:42:09+00:00,-19,"Senate Majority Leader Mitch McConnell slams Democrats, saying they're engaging in “scare tactics” ahead of the rev… https://t.co/wOypL7xGMx",0.34,0.124,0.0,0.876
220,@CNN,2018-07-09 20:38:05+00:00,-20,"Sacha Baron Cohen is coming to Showtime with ""Who Is America?"" https://t.co/NYGiIHIL7S https://t.co/YCtgkgOr4C",0.0,0.0,0.0,1.0
221,@CNN,2018-07-09 20:32:05+00:00,-21,The Trump administration reportedly wanted to water down an international resolution promoting breastfeeding. Here'… https://t.co/3M2IzkiFd8,0.3612,0.152,0.0,0.848
222,@CNN,2018-07-09 20:26:50+00:00,-22,RT @CNNPolitics: Senate Majority Leader Mitch McConnell slams Democrats for “scare tactics” ahead of the reveal of President Trump’s Suprem…,0.0,0.0,0.0,1.0
223,@CNN,2018-07-09 20:26:03+00:00,-23,A city once known as America's foreclosure capital will become the first in the US to participate in a test of Univ… https://t.co/ZHSQw43meO,-0.128,0.0,0.07,0.93
224,@CNN,2018-07-09 20:23:24+00:00,-24,Former FBI lawyer Lisa Page has been subpoenaed for a closed-door interview this week with the House Judiciary and… https://t.co/GU1E00W40A,0.0,0.0,0.0,1.0
225,@CNN,2018-07-09 20:20:10+00:00,-25,"UN humanitarian chief: Why I'm visiting North Korea https://t.co/qTfkG1moDm

By Mark Lowcock via @CNNOpinion https://t.co/7cJWt6tbPK",0.0,0.0,0.0,1.0
226,@CNN,2018-07-09 20:14:17+00:00,-26,"RT @CNNnewsroom: Boris Johnson and David Davis resigning are ""catastrophic"" for Theresa May says CNN's @richardquest: ""The Europeans are pl…",-0.2263,0.0,0.091,0.909
227,@CNN,2018-07-09 20:14:04+00:00,-27,Why it's taking so long for the government to reunite the families it separated https://t.co/PYuTR6wtuc https://t.co/5xLm30QV7R,0.0,0.0,0.0,1.0
228,@CNN,2018-07-09 20:14:02+00:00,-28,"RT @CNNnewsroom: President Trump's SCOTUS nominee ""is historically more significant because it's going to create this conservative majority…",0.4927,0.208,0.0,0.792
229,@CNN,2018-07-09 20:13:48+00:00,-29,"Sen. Chuck Schumer: ""US senators and the American people should expect an affirmative statement of support for the… https://t.co/bXTlUlh1wF",0.4019,0.13,0.0,0.87
230,@CNN,2018-07-09 20:08:04+00:00,-30,"The White House has tapped former Republican Sen. Jon Kyl of Arizona to be the ""Sherpa"" for President Trump's Supre… https://t.co/Q2ysYtSdB0",0.0,0.0,0.0,1.0
231,@CNN,2018-07-09 20:02:08+00:00,-31,The smart way for Trump to handle immigration | By YJ Fischer via @CNNOpinion https://t.co/udwFP8yfQW https://t.co/TQEcg2j3nX,0.4019,0.162,0.0,0.838
232,@CNN,2018-07-09 19:55:41+00:00,-32,"The remnants of the storm Beryl brought heavy rain and wind to Puerto Rico, creating flash flood warnings on the is… https://t.co/YzVffKxwHm",0.0,0.09,0.09,0.82
233,@CNN,2018-07-09 19:45:09+00:00,-33,"""The owner saw me &amp; threw in a free baklava (one of my favorite desserts). He said he appreciated what I was doing.… https://t.co/H7uWSKZNgq",0.8625,0.336,0.0,0.664
234,@CNN,2018-07-09 19:38:18+00:00,-34,"RT @CNNnewsroom: Sen. Chuck Schumer: ""US Senators and the American people should expect an affirmative statement of support for the persona…",0.4019,0.119,0.0,0.881
235,@CNN,2018-07-09 19:31:46+00:00,-35,Marathon man John Isner makes his first #Wimbledon quarterfinal https://t.co/SXo6rbBaRm https://t.co/BXWAa91DVP,0.0,0.0,0.0,1.0
236,@CNN,2018-07-09 19:20:03+00:00,-36,Roughly half of the children under 5 years old who were separated from their parents at the border will be back wit… https://t.co/fSSt9MVsQQ,0.0,0.0,0.0,1.0
237,@CNN,2018-07-09 19:10:05+00:00,-37,A teenager was arrested last week in Iran for posting videos of herself dancing on social media… https://t.co/pJcQgakm0Y,-0.4767,0.0,0.162,0.838
238,@CNN,2018-07-09 19:00:13+00:00,-38,"Twitter stock tanked after a report found that the company has ramped up its suspensions of fake accounts, potentia… https://t.co/lRxLvXlLnX",-0.4767,0.0,0.147,0.853
239,@CNN,2018-07-09 18:50:04+00:00,-39,"Former White House chief strategist Steve Bannon was confronted by a woman who called him ""a piece of trash"" at a b… https://t.co/mpHtkjQNPW",-0.2023,0.0,0.083,0.917
240,@CNN,2018-07-09 18:40:05+00:00,-40,When President Trump unveils his second Supreme Court pick tonight with the prime-time flourish of a reality show s… https://t.co/ObvD1hHkJW,0.5574,0.167,0.0,0.833
241,@CNN,2018-07-09 18:30:45+00:00,-41,A beauty queen gave up her title after a skit was performed at the Miss Massachusetts competition that made fun of… https://t.co/vt4IuqlXEJ,0.7579,0.276,0.062,0.661
242,@CNN,2018-07-09 18:20:07+00:00,-42,"Michael Cohen, the President's former fixer and ultimate loyalist, is sending a clear signal to President Trump and… https://t.co/p8VnM6VksV",0.6249,0.242,0.0,0.758
243,@CNN,2018-07-09 18:10:04+00:00,-43,"Babies sleep better when they begin solid food early, study says https://t.co/WbzLMmbYgU https://t.co/1zbDHmI2zH",0.5423,0.29,0.0,0.71
244,@CNN,2018-07-09 18:02:00+00:00,-44,"Netflix lives by the old motto, ""content is king."" So how, exactly, is it managing to dominate the streaming world?… https://t.co/MESsUJrB8w",-0.128,0.0,0.07,0.93
245,@CNN,2018-07-09 17:55:09+00:00,-45,Watchdog calls for GOP congressman investigation following accusations he ignored abuse https://t.co/KpJZjiLih3 https://t.co/t5yLVwPyeP,-0.8316,0.0,0.468,0.532
246,@CNN,2018-07-09 17:45:05+00:00,-46,"She found her ring in the ashes of their home, so he proposed all over again https://t.co/eRuktR4Jcp https://t.co/yxspl9PZgM",0.0,0.0,0.0,1.0
247,@CNN,2018-07-09 17:36:43+00:00,-47,"The ""blind"" Cheetah 3 robot developed by the MIT is designed to avoid obstacles and climb stairs using ""feel"" inste… https://t.co/7umtTEo5No",-0.5859,0.0,0.211,0.789
248,@CNN,2018-07-09 17:23:13+00:00,-48,Rudy Giuliani seems to say President Trump asked former FBI Director James Comey to give ex-White House national se… https://t.co/UAbQlRnR0Y,0.0,0.0,0.0,1.0
249,@CNN,2018-07-09 17:13:58+00:00,-49,Republican Sen. John Kennedy to Russian government officials: 'Stop screwing with American elections'… https://t.co/v1bBj6oMtm,-0.4767,0.0,0.255,0.745
250,@CNN,2018-07-09 17:01:26+00:00,-50,Members of Parliament interrupted UK Prime Minister Theresa May as she thanked outgoing Foreign Secretary Boris Joh… https://t.co/CCoYNYf226,0.4404,0.229,0.099,0.673
251,@CNN,2018-07-09 16:55:04+00:00,-51,"Tab Hunter, who rose to fame as a Hollywood heartthrob in the 1950s, died Sunday in Santa Barbara, California, his… https://t.co/e4552UWTZK",-0.1779,0.118,0.147,0.735
252,@CNN,2018-07-09 16:46:00+00:00,-52,A recent study found that humans on the moon increased its temperature. Here's why: https://t.co/PdagTRyKTN https://t.co/o55tJkSrEm,0.2732,0.13,0.0,0.87
